IncidentID,OrderID,CustomerID,IncidentDate,IncidentType,Priority,Status,ResolutionDate,Channel
1192,CA-2014-146458,RB-194354,2014-11-28,Billing issue,High,Resolved,2014-12-17,Web
1193,US-2014-129777,FM-142904,2014-07-09,Damaged product,Low,In Progress,,Phone
1194,NI-2013-6510,GH-44851,2013-12-17,Billing issue,High,Open,,Email
1195,IN-2012-66384,JD-158951,2012-07-07,Delayed shipment,High,Resolved,2012-07-14,Phone
1196,ZI-2012-2670,DR-28801,2012-06-19,Return request,Low,Closed,2012-06-25,Email
1197,IN-2014-48156,EC-140501,2014-06-20,Customer complaint,Medium,In Progress,,Chat
1198,IN-2011-30306,SC-206801,2011-03-09,Customer complaint,Critical,Resolved,2011-03-17,Chat
1199,IN-2011-83443,CC-121451,2011-09-01,Return request,Medium,Resolved,2011-09-14,Phone
1200,CA-2013-162404,NF-184754,2013-08-05,Delayed shipment,High,Closed,2013-08-10,Email
1201,CA-2013-141397,RC-198254,2013-06-22,Return request,Medium,Closed,2013-06-24,Web
1202,IN-2012-81728,MS-177701,2012-06-19,Delayed shipment,Medium,Resolved,2012-06-28,Email
1203,CA-2013-144939,EB-138704,2013-10-06,Delayed shipment,Low,Resolved,2013-10-17,Phone
1204,MX-2013-144988,BN-114703,2013-11-29,Damaged product,Low,Closed,2013-12-05,Email
1205,ID-2013-37208,SG-208901,2013-08-12,Wrong item,High,Resolved,2013-08-19,Chat
1206,IN-2011-31013,BT-113951,2011-11-12,Return request,Medium,In Progress,,Email
1207,ES-2012-5182504,DJ-134202,2012-10-11,Billing issue,Medium,Open,,Phone
1208,MX-2011-125920,KM-163753,2011-06-17,Damaged product,Medium,Closed,2011-06-24,Web
1209,ES-2011-1196075,KS-163002,2011-12-13,Delayed shipment,Medium,Closed,2012-01-01,Phone
1210,US-2014-132927,RD-197204,2014-12-14,Customer complaint,High,Open,,Email
1211,LH-2014-8460,AA-4803,2014-02-28,Damaged product,Critical,Resolved,2014-03-06,Chat
1212,ID-2012-42724,CD-119801,2012-03-16,Wrong item,Medium,Resolved,2012-03-27,Phone
1213,US-2012-157056,DK-128353,2012-05-15,Delayed shipment,High,Open,,Phone
1214,IR-2014-1950,CA-22652,2014-09-29,Return request,High,Closed,2014-10-10,Email
1215,CA-2013-123176,JG-151604,2013-10-04,Billing issue,Medium,In Progress,,Phone
1216,MX-2012-125808,TW-210253,2012-11-14,Delayed shipment,Critical,Open,,Phone
1217,MX-2014-167801,SS-204103,2014-12-09,Delayed shipment,Low,Resolved,2014-12-16,Email
1218,UP-2014-5260,TB-115952,2014-08-05,Billing issue,Low,Resolved,2014-08-07,Email
1219,CA-2011-103744,MG-178754,2011-02-26,Billing issue,High,Open,,Web
1220,CA-2013-140613,KN-167054,2013-08-03,Delayed shipment,Medium,Resolved,2013-08-22,Email
1221,US-2014-142944,AG-102703,2014-09-23,Customer complaint,High,Resolved,2014-09-27,Email
1222,US-2012-142216,AD-101803,2012-05-06,Delayed shipment,High,Open,,Phone
1223,IN-2014-29893,SC-206801,2014-10-27,Damaged product,Low,In Progress,,Web
1224,ES-2014-5915369,AR-105102,2014-11-07,Customer complaint,High,Resolved,2014-11-13,Email
1225,CA-2012-103870,SP-208604,2012-12-29,Damaged product,Medium,In Progress,,Phone
1226,NI-2012-260,MK-79051,2012-12-15,Billing issue,Medium,Closed,2013-01-01,Email
1227,IT-2013-5753206,MY-173802,2013-11-16,Damaged product,Medium,Closed,2013-11-21,Email
1228,ES-2014-5329048,ZD-219252,2015-01-02,Delayed shipment,High,Closed,2015-01-09,Email
1229,MX-2012-167794,CK-125953,2012-12-02,Customer complaint,Low,In Progress,,Web
1230,MO-2014-340,NS-86401,2014-11-22,Damaged product,Medium,Closed,2014-12-01,Email
1231,CA-2014-104577,CK-122054,2014-05-22,Return request,Medium,Resolved,2014-05-23,Email
1232,PL-2012-8330,JF-51902,2012-06-21,Delayed shipment,Medium,In Progress,,Phone
1233,ES-2011-2736116,DR-129402,2011-07-03,Delayed shipment,Medium,Open,,Web
1234,CA-2014-159954,SS-204104,2014-09-22,Delayed shipment,Low,Open,,Email
1235,ES-2014-5100081,AH-105852,2014-07-09,Billing issue,Low,Resolved,2014-07-10,Phone
1236,CA-2012-2020,AC-4502,2012-06-28,Damaged product,Medium,Resolved,2012-07-17,Email
1237,ES-2011-5894162,JE-157152,2011-11-28,Return request,High,In Progress,,Phone
1238,ES-2014-5835827,SJ-202152,2014-09-12,Wrong item,Low,Resolved,2014-09-18,Phone
1239,BO-2014-6700,CD-27902,2014-06-14,Customer complaint,Low,In Progress,,Phone
1240,IR-2014-6900,EJ-37202,2014-08-07,Delayed shipment,Critical,Resolved,2014-08-25,Email
1241,CA-2013-130029,GT-147554,2013-07-15,Return request,Low,Resolved,2013-07-25,Email
1242,CA-2012-143532,DC-128504,2012-04-02,Return request,Critical,Closed,2012-04-13,Email
1243,IT-2011-4320455,AH-100302,2011-06-20,Return request,Medium,Closed,2011-06-21,Email
1244,IT-2012-2967452,MW-182352,2012-08-23,Return request,High,Resolved,2012-08-24,Email
1245,EG-2014-7680,MM-79201,2014-05-03,Return request,Low,Resolved,2014-05-16,Web
1246,CA-2012-149846,SB-201854,2012-06-04,Billing issue,Low,Resolved,2012-06-09,Chat
1247,US-2011-147774,MM-182804,2011-01-28,Delayed shipment,Medium,Closed,2011-01-29,Chat
1248,IT-2014-5989338,MP-179652,2014-04-24,Delayed shipment,High,In Progress,,Chat
1249,AO-2012-2480,MG-82051,2012-06-22,Customer complaint,Medium,In Progress,,Phone
1250,MX-2013-108812,BN-115153,2013-09-27,Billing issue,Low,Open,,Web
1251,TU-2012-790,MS-77102,2012-12-24,Return request,High,Resolved,2012-12-27,Email
1252,CA-2014-105144,SZ-200354,2014-11-10,Wrong item,High,Resolved,2014-11-28,Phone
1253,CA-2014-123624,SE-201104,2014-11-17,Delayed shipment,Medium,Closed,2014-11-26,Phone
1254,SA-2013-9490,SW-104552,2013-12-26,Delayed shipment,High,In Progress,,Phone
1255,MX-2011-166793,NL-183103,2012-01-05,Billing issue,High,Resolved,2012-01-19,Web
1256,IN-2011-30040,KT-164651,2011-12-06,Damaged product,Medium,Closed,2011-12-23,Email
1257,IN-2014-20226,PB-191051,2014-06-24,Delayed shipment,Low,Closed,2014-07-08,Email
1258,MX-2014-141922,CC-126853,2014-06-09,Wrong item,Medium,Resolved,2014-06-13,Chat
1259,US-2011-162460,VM-216853,2011-06-17,Delayed shipment,Low,Resolved,2011-06-22,Email
1260,ES-2014-2349858,BP-110502,2014-08-24,Billing issue,Medium,In Progress,,Phone
1261,US-2012-160332,MM-179203,2012-09-25,Delayed shipment,Medium,Closed,2012-10-12,Chat
1262,LO-2012-1230,MK-81603,2012-06-30,Return request,Low,Open,,Phone
1263,ID-2014-45027,KH-166901,2014-05-15,Damaged product,Low,Closed,2014-05-17,Phone
1264,ID-2014-22522,RM-197501,2014-05-10,Wrong item,Low,Resolved,2014-05-15,Email
1265,MX-2012-140473,CB-125353,2012-03-06,Delayed shipment,High,Resolved,2012-03-10,Email
1266,MX-2014-169768,CP-120853,2014-06-14,Delayed shipment,High,Open,,Chat
1267,CA-2012-141936,PN-187754,2012-08-12,Damaged product,Low,Resolved,2012-08-16,Phone
1268,MX-2012-145009,CM-118303,2012-07-01,Wrong item,Critical,Resolved,2012-07-07,Phone
1269,MX-2014-104920,DM-135253,2014-07-02,Billing issue,Medium,In Progress,,Email
1270,US-2014-169376,NP-186853,2014-10-18,Delayed shipment,Low,Resolved,2014-10-31,Email
1271,ID-2011-38832,MC-181001,2011-01-16,Billing issue,Low,Closed,2011-01-21,Chat
1272,KE-2012-5420,AA-3751,2012-06-25,Return request,Medium,Resolved,2012-07-02,Email
1273,TU-2013-7860,TT-114602,2013-11-26,Return request,High,Resolved,2013-11-27,Phone
1274,EG-2014-5510,JS-59401,2014-04-01,Delayed shipment,Medium,Open,,Email
1275,TU-2013-420,GP-47402,2013-08-27,Wrong item,Low,Resolved,2013-09-10,Web
1276,MX-2011-129420,RB-197953,2011-01-17,Delayed shipment,Low,Open,,Chat
1277,IN-2014-24909,MG-176501,2014-12-14,Delayed shipment,Medium,Resolved,2014-12-18,Phone
1278,CA-2014-150504,HG-148454,2014-11-12,Customer complaint,Low,Closed,2014-11-29,Email
1279,MX-2014-125164,HA-149203,2014-12-15,Delayed shipment,Low,Resolved,2014-12-29,Phone
1280,ZA-2013-8850,SP-106501,2013-12-09,Wrong item,Low,Open,,Web
1281,IT-2012-5711400,YS-218802,2012-12-12,Billing issue,High,Resolved,2012-12-28,Phone
1282,ES-2013-1964432,SW-207552,2013-06-20,Return request,High,Resolved,2013-07-04,Chat
1283,CA-2013-121755,EH-139454,2013-01-17,Billing issue,Medium,Resolved,2013-02-02,Phone
1284,MX-2014-104206,BT-113953,2014-03-22,Delayed shipment,High,Closed,2014-03-30,Chat
1285,ES-2012-4656254,DA-134502,2012-08-14,Damaged product,Low,Closed,2012-08-17,Phone
1286,IT-2012-5288691,AG-102702,2012-08-25,Wrong item,Medium,Resolved,2012-09-13,Email
1287,IN-2011-61582,AS-100451,2011-11-18,Delayed shipment,Low,Resolved,2011-11-19,Email
1288,ES-2011-3805636,YC-218952,2011-05-14,Damaged product,Medium,In Progress,,Email
