OrderID,CustomerID,LocationID,OrderDate,ShipDate,ShipMode,OrderPriority
CA-2014-144484,CB-120254,2,2014-09-12,2014-09-12,Same Day,High
US-2014-116652,RD-194804,2,2014-09-16,2014-09-20,Standard Class,High
CA-2014-130715,CY-127454,2,2014-09-17,2014-09-21,Standard Class,High
CA-2014-106180,SH-199754,2,2014-09-19,2014-09-24,Standard Class,Medium
CA-2014-123778,BS-117554,2,2014-09-24,2014-10-01,Standard Class,Medium
CA-2014-130148,NK-184904,2,2014-09-25,2014-09-29,Second Class,Medium
US-2014-106145,RA-198854,2,2014-09-27,2014-09-27,Same Day,Medium
CA-2014-106033,FG-142604,2,2014-10-16,2014-10-19,Second Class,High
CA-2014-131492,HH-150104,2,2014-10-20,2014-10-25,Second Class,Medium
CA-2014-123491,JK-152054,2,2014-10-31,2014-11-06,Standard Class,Medium
US-2014-153948,FM-142904,2,2014-11-07,2014-11-07,Same Day,Critical
CA-2014-105130,PJ-188354,2,2014-11-22,2014-11-26,Standard Class,High
CA-2014-123701,PG-188204,2,2014-11-25,2014-11-28,First Class,Medium
US-2014-133312,BD-115004,2,2014-11-26,2014-11-30,Standard Class,Medium
CA-2014-101665,TZ-215804,2,2014-11-26,2014-12-02,Standard Class,Medium
CA-2014-116715,VW-217754,2,2014-12-03,2014-12-06,First Class,High
CA-2014-117457,KH-165104,2,2014-12-09,2014-12-13,Standard Class,Medium
CA-2014-117926,AS-102254,2,2014-12-09,2014-12-13,Second Class,High
CA-2014-108854,DM-133454,2,2014-12-09,2014-12-15,Standard Class,Low
CA-2014-122770,EP-139154,2,2014-12-14,2014-12-19,Standard Class,Medium
CA-2014-158736,TT-214604,2,2014-12-19,2014-12-25,Standard Class,Low
US-2014-123463,GZ-144704,2,2014-12-24,2014-12-24,Same Day,Critical
CA-2014-163979,KH-166904,2,2014-12-29,2015-01-03,Second Class,High
CA-2011-111857,NM-184454,2,2011-04-23,2011-04-26,Second Class,Medium
CA-2011-157546,RD-197204,2,2011-07-20,2011-07-22,First Class,High
CA-2011-135699,HH-150104,2,2011-08-29,2011-08-29,Same Day,Medium
CA-2011-103401,GR-145604,2,2011-11-21,2011-11-26,Standard Class,Medium
CA-2011-154781,SC-206804,2,2011-11-21,2011-11-26,Standard Class,Medium
US-2011-147648,LS-169754,2,2011-11-26,2011-12-01,Standard Class,Medium
CA-2011-154592,EH-140054,2,2011-12-07,2011-12-08,First Class,Critical
CA-2011-104976,CK-127604,2,2011-12-09,2011-12-16,Standard Class,Medium
US-2011-106334,JF-154904,2,2011-12-27,2012-01-02,Standard Class,Medium
CA-2012-159380,CS-125054,2,2012-05-12,2012-05-16,Standard Class,Medium
CA-2012-144267,NZ-185654,2,2012-08-21,2012-08-23,First Class,High
CA-2012-109736,DJ-134204,2,2012-10-10,2012-10-11,First Class,Medium
CA-2013-106460,GT-147104,2,2013-02-19,2013-02-22,Second Class,Critical
CA-2013-105760,KC-162554,2,2013-06-20,2013-06-21,First Class,Medium
CA-2013-165820,DW-135854,2,2013-09-27,2013-10-01,Standard Class,High
CA-2013-134775,AS-102854,2,2013-10-29,2013-10-30,First Class,High
CA-2013-163384,CC-124304,2,2013-11-11,2013-11-13,First Class,High
CA-2013-112060,KT-164654,2,2013-12-05,2013-12-10,Standard Class,Medium
CA-2014-154102,SN-205604,2,2014-02-07,2014-02-14,Standard Class,Medium
CA-2014-150987,AH-101204,2,2014-04-09,2014-04-13,Standard Class,High
US-2014-136784,AD-101804,2,2014-05-01,2014-05-06,Standard Class,Medium
CA-2014-162978,LW-169904,2,2014-05-05,2014-05-10,Standard Class,Medium
CA-2014-105214,TS-216104,2,2014-06-17,2014-06-20,First Class,Medium
CA-2014-138870,GA-145154,2,2014-06-20,2014-06-24,Standard Class,Medium
CA-2014-133074,DB-136154,2,2014-09-22,2014-09-26,Standard Class,High
CA-2014-167661,MP-181754,2,2014-10-06,2014-10-11,Standard Class,High
CA-2014-148320,PG-188954,2,2014-11-04,2014-11-09,Standard Class,Medium
CA-2014-162250,PR-188804,2,2014-11-25,2014-11-25,Same Day,Medium
CA-2014-101245,LW-169904,2,2014-11-28,2014-12-04,Standard Class,Medium
CA-2014-142328,TC-215354,2,2014-12-08,2014-12-15,Standard Class,Medium
CA-2014-133431,LC-171404,2,2014-12-18,2014-12-22,Standard Class,Medium
US-2011-117163,EJ-137204,3,2011-01-28,2011-02-03,Standard Class,Medium
CA-2011-139857,CD-127904,3,2011-02-03,2011-02-07,Standard Class,Medium
CA-2011-107181,DB-132704,3,2011-02-05,2011-02-09,Standard Class,High
CA-2011-104780,BT-115304,3,2011-05-21,2011-05-25,Standard Class,Medium
CA-2011-124429,MH-177854,3,2011-05-27,2011-05-27,Same Day,High
CA-2011-141726,CC-121454,3,2011-07-20,2011-07-22,First Class,Medium
CA-2011-131450,LR-169154,3,2011-08-08,2011-08-15,Standard Class,Medium
CA-2011-110527,ED-138854,3,2011-08-09,2011-08-16,Standard Class,Medium
CA-2011-126480,HG-149654,3,2011-09-20,2011-09-24,Standard Class,Medium
CA-2011-132451,KF-162854,3,2011-09-26,2011-09-27,First Class,Critical
US-2011-133130,TH-211004,3,2011-09-27,2011-10-01,Standard Class,High
CA-2011-158372,RD-199004,3,2011-11-10,2011-11-16,Standard Class,Low
CA-2011-132913,AS-100904,3,2011-12-24,2011-12-26,First Class,High
CA-2011-106264,CK-125954,3,2011-12-26,2011-12-30,Standard Class,Medium
US-2012-163279,JD-161504,3,2012-03-22,2012-03-26,Standard Class,Medium
US-2012-103996,RB-194354,3,2012-03-29,2012-03-31,Second Class,High
CA-2012-137302,BW-111104,3,2012-04-26,2012-05-01,Standard Class,Medium
CA-2012-154200,BG-117404,3,2012-06-18,2012-06-22,Standard Class,High
CA-2012-101707,PF-191654,3,2012-08-27,2012-09-01,Standard Class,Medium
CA-2012-153794,SB-202904,3,2012-09-11,2012-09-16,Standard Class,Medium
CA-2012-101154,CM-121904,3,2012-09-18,2012-09-21,First Class,High
CA-2012-122371,BS-118004,3,2012-09-26,2012-10-01,Standard Class,Medium
CA-2012-132486,JF-153554,3,2012-10-23,2012-10-27,Second Class,High
CA-2012-117611,MZ-173354,3,2012-11-08,2012-11-10,Second Class,Critical
CA-2012-120446,JG-158054,3,2012-11-16,2012-11-18,First Class,High
CA-2012-126725,BS-116654,3,2012-11-17,2012-11-21,Standard Class,High
CA-2012-136420,CS-122504,3,2012-11-20,2012-11-21,First Class,High
CA-2012-143490,NP-183254,3,2012-12-06,2012-12-13,Standard Class,Medium
CA-2012-145065,DK-133754,3,2012-12-12,2012-12-15,First Class,Medium
CA-2012-111780,RA-192854,3,2012-12-25,2012-12-30,Second Class,High
CA-2013-125850,FP-143204,3,2013-01-22,2013-01-28,Standard Class,Medium
CA-2013-100993,AZ-107504,3,2013-02-05,2013-02-10,Standard Class,Medium
CA-2013-154053,MG-178904,3,2013-03-05,2013-03-11,Standard Class,Medium
CA-2013-117849,JK-161204,3,2013-04-16,2013-04-18,Second Class,High
CA-2013-159345,IG-150854,3,2013-06-18,2013-06-23,Standard Class,High
CA-2013-100300,MJ-177404,3,2013-06-25,2013-06-27,Second Class,High
CA-2013-145625,KC-165404,3,2013-09-12,2013-09-18,Standard Class,Medium
CA-2013-133935,JW-152204,3,2013-09-19,2013-09-23,Standard Class,High
CA-2013-106656,DV-130454,3,2013-09-24,2013-09-27,First Class,High
CA-2013-144729,JE-157454,3,2013-10-22,2013-10-26,Standard Class,Medium
CA-2013-109925,IM-150704,3,2013-11-07,2013-11-11,Second Class,Medium
CA-2013-146325,DS-131804,3,2013-12-15,2013-12-18,First Class,Medium
CA-2014-116498,KA-165254,3,2014-05-31,2014-06-04,Standard Class,High
CA-2014-115364,OT-187304,3,2014-06-27,2014-07-03,Standard Class,Medium
CA-2014-145429,SW-204554,3,2014-07-22,2014-07-26,Standard Class,High
CA-2014-105487,CS-122504,3,2014-10-09,2014-10-15,Standard Class,Medium
CA-2014-123246,AJ-109604,3,2014-10-18,2014-10-20,Second Class,Medium
CA-2014-157196,AA-106454,3,2014-11-06,2014-11-10,Standard Class,Medium
CA-2014-137022,SW-202754,3,2014-11-17,2014-11-23,Standard Class,Medium
CA-2014-131303,EP-139154,3,2014-11-29,2014-12-03,Standard Class,High
CA-2014-136875,TC-212954,3,2014-12-04,2014-12-04,Same Day,High
CA-2014-126865,NP-183254,3,2014-12-06,2014-12-08,Second Class,Critical
CA-2014-169859,MP-181754,3,2014-12-15,2014-12-19,Standard Class,High
US-2011-103338,RB-194354,4,2011-03-11,2011-03-15,Standard Class,High
CA-2011-157623,DK-132254,5,2011-03-14,2011-03-18,Standard Class,High
US-2011-131275,SC-200504,6,2011-03-18,2011-03-24,Standard Class,Medium
CA-2011-100860,CS-125054,7,2011-03-26,2011-03-30,Second Class,High
US-2011-157021,KM-167204,8,2011-04-01,2011-04-06,Second Class,Medium
CA-2011-142979,EH-137654,9,2011-04-12,2011-04-18,Standard Class,Low
CA-2011-166954,BT-113054,10,2011-04-25,2011-04-30,Standard Class,High
CA-2011-103310,GM-146804,11,2011-05-10,2011-05-15,Standard Class,Medium
CA-2011-127866,JD-158954,12,2011-07-20,2011-07-23,First Class,High
CA-2011-154669,TM-210104,13,2011-08-08,2011-08-11,Second Class,Medium
CA-2011-126522,LT-167654,14,2011-09-01,2011-09-05,Second Class,High
CA-2011-109918,LR-170354,15,2011-09-07,2011-09-12,Second Class,Medium
CA-2011-112851,NR-185504,16,2011-09-17,2011-09-21,Standard Class,Medium
CA-2011-156601,FA-142304,17,2011-09-19,2011-09-24,Standard Class,Medium
CA-2011-158225,SE-201104,11,2011-09-22,2011-09-28,Standard Class,Medium
CA-2011-153479,DF-131354,8,2011-10-04,2011-10-08,Standard Class,High
CA-2011-140403,TN-210404,18,2011-10-10,2011-10-10,Same Day,Critical
CA-2011-157924,HA-149204,19,2011-10-11,2011-10-13,First Class,High
CA-2011-128538,AS-102404,20,2011-10-11,2011-10-15,Standard Class,Medium
US-2011-134187,TH-212354,17,2011-11-04,2011-11-11,Standard Class,Medium
CA-2011-160066,AH-100754,5,2011-11-16,2011-11-22,Standard Class,Medium
CA-2011-164721,LW-168254,21,2011-11-25,2011-11-27,Second Class,High
CA-2011-141110,LS-172004,22,2011-11-26,2011-12-01,Standard Class,Medium
CA-2011-113320,LH-171554,23,2011-12-12,2011-12-15,Second Class,High
CA-2011-133543,KM-166604,11,2011-12-22,2011-12-26,Standard Class,Medium
CA-2011-166961,CD-127904,24,2011-12-27,2011-12-31,Standard Class,Medium
CA-2011-143371,MD-173504,25,2011-12-28,2012-01-03,Standard Class,Medium
CA-2011-102330,AI-108554,21,2011-12-29,2012-01-03,Standard Class,Medium
CA-2012-105725,GT-147554,17,2012-02-18,2012-02-24,Standard Class,Medium
CA-2012-149993,GA-147254,26,2012-03-19,2012-03-20,First Class,High
CA-2012-113110,BK-112604,27,2012-03-19,2012-03-23,Standard Class,High
US-2012-113593,NC-184154,28,2012-04-18,2012-04-20,First Class,High
CA-2012-124919,SP-206504,11,2012-05-31,2012-06-02,First Class,High
CA-2012-139164,CS-123554,17,2012-06-23,2012-06-28,Standard Class,Medium
CA-2012-148180,BP-110954,29,2012-07-26,2012-07-31,Standard Class,Medium
CA-2012-112011,ON-187154,30,2012-08-13,2012-08-20,Standard Class,Medium
CA-2012-142454,RE-194504,23,2012-08-15,2012-08-19,Standard Class,Medium
CA-2012-126445,RA-199454,31,2012-08-27,2012-08-31,Standard Class,High
CA-2012-110744,HA-149204,19,2012-09-07,2012-09-12,Standard Class,Medium
CA-2012-162166,NM-185204,24,2012-09-08,2012-09-11,First Class,Medium
CA-2012-165057,SC-207254,32,2012-09-11,2012-09-15,Standard Class,Medium
CA-2012-149713,TG-216404,17,2012-09-18,2012-09-22,Second Class,High
CA-2012-132388,KN-163904,33,2012-10-10,2012-10-12,First Class,Critical
CA-2012-139290,MY-173804,34,2012-10-26,2012-10-30,Standard Class,Medium
CA-2012-164882,SG-200804,32,2012-10-31,2012-10-31,Same Day,Critical
US-2012-164448,DK-128354,35,2012-10-31,2012-11-04,Second Class,High
CA-2012-131457,MZ-175154,32,2012-10-31,2012-11-06,Standard Class,Low
CA-2012-126466,JO-155504,4,2012-11-09,2012-11-13,Standard Class,Medium
CA-2012-154340,EK-137954,36,2012-11-29,2012-11-30,First Class,High
CA-2012-119508,TZ-215804,37,2012-12-04,2012-12-09,Standard Class,Medium
CA-2012-155586,XP-218654,38,2012-12-12,2012-12-16,Second Class,Medium
CA-2012-134075,HA-149054,11,2012-12-12,2012-12-16,Standard Class,Medium
CA-2012-148250,RP-192704,12,2012-12-13,2012-12-17,Standard Class,High
CA-2013-101938,DW-134804,23,2013-01-07,2013-01-12,Standard Class,Medium
CA-2013-126270,AF-108704,39,2013-04-24,2013-04-28,Standard Class,Medium
US-2013-123610,VM-218354,40,2013-05-13,2013-05-17,Standard Class,Medium
CA-2013-148852,SV-207854,36,2013-05-27,2013-06-01,Standard Class,Medium
CA-2013-110982,CK-122054,15,2013-06-06,2013-06-08,First Class,High
CA-2013-141397,RC-198254,19,2013-06-21,2013-06-22,First Class,Critical
CA-2013-152534,DP-131054,35,2013-06-21,2013-06-26,Second Class,Medium
CA-2013-160941,DK-128354,4,2013-07-22,2013-07-27,Standard Class,High
CA-2013-155978,TS-212054,12,2013-08-02,2013-08-02,Same Day,Medium
CA-2013-166163,CY-127454,23,2013-08-16,2013-08-21,Second Class,Medium
CA-2013-105585,RF-197354,11,2013-08-27,2013-08-28,First Class,High
CA-2013-124583,LB-167954,5,2013-09-02,2013-09-04,Second Class,High
CA-2013-151372,JH-159854,20,2013-09-06,2013-09-07,First Class,Critical
CA-2013-103709,LP-170954,41,2013-09-09,2013-09-16,Standard Class,Medium
CA-2013-116561,EB-141104,11,2013-09-12,2013-09-18,Standard Class,Medium
CA-2013-123337,KD-164954,11,2013-09-17,2013-09-23,Standard Class,Medium
US-2013-125402,DL-128654,17,2013-09-26,2013-10-02,Standard Class,Medium
CA-2013-145898,CM-124454,32,2013-09-27,2013-09-27,Same Day,Medium
CA-2013-101672,DB-129104,42,2013-10-04,2013-10-08,Standard Class,Medium
CA-2013-145583,LC-168854,4,2013-10-14,2013-10-20,Standard Class,Medium
CA-2013-105291,SP-209204,43,2013-10-31,2013-11-05,Standard Class,Medium
CA-2013-146766,TT-212204,16,2013-11-05,2013-11-05,Same Day,Critical
CA-2013-144092,LH-171554,11,2013-11-06,2013-11-08,Second Class,High
US-2013-155768,LB-167954,29,2013-12-02,2013-12-02,Same Day,High
US-2013-113985,KD-164954,11,2013-12-03,2013-12-08,Standard Class,High
CA-2013-149762,RD-197204,44,2013-12-04,2013-12-08,Standard Class,High
CA-2013-165330,WB-218504,25,2013-12-12,2013-12-12,Same Day,Critical
CA-2013-136686,RF-198404,19,2013-12-13,2013-12-17,Standard Class,High
CA-2013-102792,JC-153404,12,2013-12-14,2013-12-20,Standard Class,Low
CA-2013-101651,SC-203054,11,2013-12-25,2013-12-31,Standard Class,Medium
US-2013-131058,EM-141404,36,2013-12-28,2014-01-01,Standard Class,High
CA-2013-112578,FO-143054,45,2013-12-30,2014-01-03,Standard Class,High
US-2014-123862,JF-151904,17,2014-01-08,2014-01-10,Second Class,High
CA-2014-104619,KD-164954,11,2014-01-25,2014-01-30,Standard Class,Medium
CA-2014-107517,FC-143354,46,2014-02-06,2014-02-10,Standard Class,Medium
CA-2014-121706,BM-111404,33,2014-02-27,2014-03-03,Standard Class,Medium
CA-2014-104080,AH-102104,25,2014-03-09,2014-03-16,Standard Class,Medium
US-2014-117534,CV-122954,22,2014-03-26,2014-03-27,First Class,Critical
US-2014-147886,DH-130754,47,2014-03-29,2014-04-01,First Class,High
CA-2014-166128,LW-172154,19,2014-04-12,2014-04-19,Standard Class,Low
CA-2014-108070,JE-157454,11,2014-04-17,2014-04-21,Standard Class,High
CA-2014-166933,MG-178904,33,2014-04-25,2014-04-29,Standard Class,High
CA-2014-119914,CC-122204,48,2014-05-05,2014-05-10,Second Class,Medium
CA-2014-133487,TS-216554,34,2014-05-07,2014-05-10,Second Class,Critical
CA-2014-137001,GZ-145454,49,2014-06-11,2014-06-14,Second Class,Medium
CA-2014-122105,CJ-120104,5,2014-06-25,2014-06-29,Standard Class,Medium
CA-2014-100384,NH-186104,7,2014-06-25,2014-07-02,Standard Class,Medium
CA-2014-100650,DK-132254,25,2014-06-30,2014-07-04,Second Class,Medium
CA-2014-150189,VG-217904,50,2014-07-09,2014-07-11,First Class,Critical
CA-2014-121048,TC-212954,48,2014-07-15,2014-07-19,Standard Class,High
CA-2014-142342,AJ-107954,51,2014-07-18,2014-07-20,Second Class,High
CA-2014-118724,AR-108254,52,2014-07-22,2014-07-26,Second Class,High
CA-2014-167913,JL-158354,40,2014-07-31,2014-08-04,Second Class,High
CA-2014-156776,JL-155054,48,2014-08-08,2014-08-12,Standard Class,High
CA-2014-158169,JM-161954,42,2014-08-13,2014-08-16,First Class,Medium
CA-2014-166093,RW-195404,21,2014-08-18,2014-08-25,Standard Class,Medium
US-2014-109253,PR-188804,23,2014-08-22,2014-08-23,First Class,Medium
CA-2014-161956,DR-128804,53,2014-08-28,2014-08-30,Second Class,Medium
CA-2014-123001,AW-108404,54,2014-09-03,2014-09-09,Standard Class,Low
CA-2014-147410,EJ-141554,36,2014-09-05,2014-09-09,Standard Class,Medium
CA-2014-149559,KF-162854,17,2014-09-12,2014-09-13,Same Day,Critical
CA-2014-118136,BB-109904,53,2014-09-17,2014-09-18,First Class,High
CA-2014-117009,BK-112604,36,2014-09-23,2014-09-29,Standard Class,Medium
CA-2014-140186,PG-188204,54,2014-09-30,2014-10-03,First Class,Medium
CA-2014-137918,JK-157304,9,2014-09-30,2014-10-07,Standard Class,Medium
CA-2014-129378,NS-185054,11,2014-10-02,2014-10-03,First Class,High
CA-2014-131807,GG-146504,38,2014-10-06,2014-10-11,Standard Class,Medium
CA-2014-154949,MC-172754,55,2014-10-16,2014-10-20,Standard Class,Medium
CA-2014-142643,DL-134954,49,2014-10-16,2014-10-21,Standard Class,Medium
US-2014-146416,JE-161654,56,2014-10-21,2014-10-23,Second Class,Medium
US-2014-163790,NL-183104,57,2014-11-03,2014-11-05,Second Class,Critical
CA-2014-159597,MC-175904,58,2014-11-10,2014-11-15,Standard Class,High
CA-2014-162096,TB-211904,12,2014-11-11,2014-11-11,Same Day,Critical
CA-2014-100601,JK-153704,22,2014-11-17,2014-11-21,Standard Class,Medium
CA-2014-108091,EK-137954,14,2014-11-17,2014-11-22,Standard Class,Medium
CA-2014-103380,BF-110054,19,2014-11-22,2014-11-26,Standard Class,Medium
CA-2014-102379,BB-115454,23,2014-12-03,2014-12-07,Standard Class,High
US-2014-149006,BN-114704,21,2014-12-07,2014-12-09,Second Class,High
CA-2014-148264,LF-171854,53,2014-12-09,2014-12-10,First Class,Critical
CA-2014-154116,KM-166604,53,2014-12-16,2014-12-20,Standard Class,High
CA-2014-137463,KM-162254,59,2014-12-17,2014-12-21,Second Class,Medium
CA-2014-120936,CA-123104,25,2014-12-18,2014-12-22,Standard Class,High
CA-2014-138380,YS-218804,23,2014-12-22,2014-12-26,Standard Class,High
CA-2014-144827,SE-201104,60,2014-12-22,2014-12-28,Standard Class,Medium
CA-2011-133354,SA-208304,24,2011-02-23,2011-02-25,First Class,High
CA-2011-141901,GM-145004,22,2011-08-09,2011-08-14,Standard Class,High
CA-2012-109603,EM-138254,24,2012-01-26,2012-02-01,Standard Class,Medium
CA-2012-167479,AI-108554,4,2012-03-14,2012-03-19,Standard Class,Medium
US-2012-129007,KD-166154,25,2012-09-13,2012-09-15,First Class,Critical
CA-2012-104948,KH-165104,27,2012-11-13,2012-11-17,Standard Class,Medium
CA-2012-136700,DB-131204,33,2012-12-06,2012-12-11,Second Class,Medium
CA-2012-148628,KM-163754,49,2012-12-06,2012-12-11,Standard Class,Medium
US-2012-120957,KH-166904,12,2012-12-07,2012-12-07,Same Day,Medium
CA-2013-124814,FM-142154,54,2013-04-11,2013-04-17,Standard Class,Medium
CA-2013-103163,FM-142904,54,2013-06-08,2013-06-12,Standard Class,Medium
CA-2013-104633,EA-140354,19,2013-06-13,2013-06-17,Standard Class,High
CA-2013-113117,JP-155204,61,2013-08-17,2013-08-23,Standard Class,Medium
US-2013-134369,BC-111254,62,2013-09-17,2013-09-23,Standard Class,Low
CA-2013-130267,SW-202454,63,2013-09-20,2013-09-24,Standard Class,Medium
CA-2013-112340,NM-185204,12,2013-10-22,2013-10-28,Standard Class,Medium
CA-2013-164896,PS-190454,64,2013-11-08,2013-11-13,Standard Class,Medium
US-2013-114776,GG-146504,65,2013-12-07,2013-12-08,First Class,Medium
CA-2013-147123,SJ-201254,17,2013-12-11,2013-12-13,First Class,High
US-2014-114034,DL-133154,34,2014-01-04,2014-01-09,Standard Class,Medium
CA-2014-121258,DB-130604,60,2014-02-27,2014-03-04,Standard Class,Medium
CA-2014-166296,KF-162854,18,2014-03-14,2014-03-20,Standard Class,Low
CA-2014-124716,BD-115604,22,2014-03-28,2014-04-01,Standard Class,High
CA-2014-107853,CD-119204,64,2014-05-27,2014-06-01,Standard Class,Medium
CA-2014-115175,MC-175754,11,2014-08-08,2014-08-13,Standard Class,Medium
CA-2014-101182,KB-164054,51,2014-09-05,2014-09-06,First Class,Medium
CA-2014-166898,KH-166304,36,2014-09-12,2014-09-14,Second Class,High
CA-2014-160514,DB-131204,15,2014-11-13,2014-11-17,Standard Class,Medium
CA-2014-161459,EB-137504,62,2014-11-26,2014-11-30,Second Class,Medium
CA-2014-107748,AG-103304,63,2014-12-11,2014-12-13,Second Class,Medium
CA-2011-122070,AH-100304,66,2011-04-22,2011-04-24,Second Class,Critical
CA-2011-127523,BG-116954,67,2011-05-11,2011-05-18,Standard Class,Medium
CA-2011-159520,GT-146354,68,2011-06-06,2011-06-11,Standard Class,Medium
CA-2011-123127,SP-206204,68,2011-09-08,2011-09-12,Standard Class,High
US-2011-143287,KN-167054,69,2011-11-11,2011-11-17,Standard Class,Low
CA-2012-160213,AR-108254,68,2012-03-08,2012-03-13,Standard Class,Medium
CA-2012-134201,EH-141254,70,2012-04-10,2012-04-16,Standard Class,Medium
CA-2012-156153,CW-119054,68,2012-05-31,2012-06-02,Second Class,High
CA-2012-156013,TC-209804,68,2012-09-20,2012-09-26,Standard Class,Medium
CA-2012-154144,MH-177854,71,2012-12-20,2012-12-24,Standard Class,High
CA-2012-124653,DB-131204,70,2012-12-24,2012-12-26,First Class,High
CA-2013-101630,CK-127604,68,2013-02-19,2013-02-23,Second Class,High
US-2013-168410,BV-112454,72,2013-02-21,2013-02-26,Standard Class,Medium
